i,N,alpha,lb_y,ub_y,lb_u,ub_u,d_const,target_profile_equation,cost
4284,43,0.01,-1e+20,1.5661855886246114,1.0709071640292382,1.9068577867669605,0,"1+sin(5*pi*x1+pi/2)*sin(5*pi*x1+pi/2)",0.10975440591573715
4285,27,0.01,-1e+20,4.957475578872522,2.6910795782356973,4.407545070706491,0,"3+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(2*pi*x2+pi/6)*sin(2*pi*x2+pi/6)",0.14355681836605072
4286,53,0.01,-1e+20,0.7790510145031755,-0.4646477486560099,0.68372506932627,-10,"sin(3*pi*x2+pi/4)*sin(3*pi*x2+pi/4)",0.12603721022605896
4287,50,0.01,-1e+20,2.2659126317379963,-0.6042073680927182,4.071432616195182,0,"2+-4*x2*x2+1*x2+sin(4*pi*x1+pi/2)*sin(4*pi*x1+pi/2)",0.18762511014938354
4288,32,0.01,-1e+20,2.574962036578777,2.124765497664468,2.455172410739319,-40,"2+2*x1*x1+-2*x1+sin(1*pi*x1+pi/5)*sin(1*pi*x1+pi/5)",0.1587405949831009
4289,18,0.01,-1e+20,-3.1290174396232233,-3.891258886174673,-2.8457389475352937,-40,"-4+sin(4*pi*x2+pi/4)*sin(4*pi*x2+pi/4)",0.15213392674922943
4290,48,0.01,-1e+20,4.086961070538189,-0.3686957790004146,4.124880857534116,-10,"3+-4*x2*x2+2*x2+sin(4*pi*x1+pi/2)*sin(4*pi*x1+pi/2)+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.18122650682926178
4291,100,0.01,-1e+20,0.7362783299585072,0.4840886150142176,0.8950568074353904,0,"sin(4*pi*x2+pi/3)*sin(4*pi*x2+pi/3)",0.11634593456983566
4292,77,0.01,-1e+20,-0.2912298161706235,-3.5570059380186123,-0.5450343170009289,0,"-4+-1*x1*x1+5*x1",0.06404542177915573
4293,17,0.01,-1e+20,2.9605394590688796,2.3198209051541356,2.755389961037042,-10,"2+sin(3*pi*x1+pi/6)*sin(3*pi*x1+pi/6)",0.15512175858020782
4294,39,0.01,-1e+20,1.7105454913014935,-0.11987349513489409,1.4126262607771845,0,"sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)+sin(5*pi*x2+pi/2)*sin(5*pi*x2+pi/2)",0.1406303495168686
4295,32,0.01,-1e+20,1.3473853153145732,-0.11327493405168743,2.1794688475244612,0,"-4*x1*x1+5*x1",0.04479866474866867
4296,78,0.01,-1e+20,-3.4715085230950944,-4.009654651235159,-2.5113297248305235,-10,"-4+sin(4*pi*x2+pi/2)*sin(4*pi*x2+pi/2)",0.18376749753952026
4297,53,0.01,-1e+20,5.814575941321815,-3.4993263733989677,6.096154961368393,-10,"3*x1*x1+4*x1",0.1422843337059021
4298,83,0.01,-1e+20,2.810962636725649,-0.36376596955784946,2.1076177233758875,0,"2*x1*x1+0*x1+sin(5*pi*x2+pi/4)*sin(5*pi*x2+pi/4)",0.12566837668418884
4299,22,0.01,-1e+20,0.65889116240026,-1.423847917762094,1.2753819108133821,-20,"-5*x1*x1+4*x1",0.1745210886001587
4300,33,0.01,-1e+20,-3.12395683655849,-4.050985281496711,-2.6400755660212485,-30,"-4+sin(5*pi*x2+pi/6)*sin(5*pi*x2+pi/6)",0.1807783842086792
4301,92,0.01,-1e+20,0.8324051375731051,0.11950301285470799,0.5592804179736984,-10,"sin(3*pi*x1+pi/3)*sin(3*pi*x1+pi/3)",0.16753984987735748
4302,31,0.01,-1e+20,0.7131263617735577,-0.34821198764689654,1.1062996133547454,0,"sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)",0.03837943822145462
4303,55,0.01,-1e+20,1.2561207187478394,0.5546846197577333,1.217185280291989,-10,"-3*x2*x2+4*x2",0.11014730483293533
4304,32,0.01,-1e+20,1.660831826571178,0.3302043142504081,2.908382205549554,0,"sin(3*pi*x1+pi/2)*sin(3*pi*x1+pi/2)+sin(2*pi*x2+pi/2)*sin(2*pi*x2+pi/2)",0.16922804713249207
4305,88,0.01,-1e+20,0.7077775410256911,0.40923187641365055,1.41595319760635,-40,"sin(2*pi*x1+pi/2)*sin(2*pi*x1+pi/2)",0.16261616349220276
4306,69,0.01,-1e+20,8.898652361691322,-1.3866328457450212,8.508500028654737,-10,"4+0*x1*x1+5*x1+-1*x2*x2+-2*x2+sin(4*pi*x1+pi/4)*sin(4*pi*x1+pi/4)",0.19307677447795868
4307,71,0.01,-1e+20,1.8831746500567157,-0.9845308073300127,1.8032845045068013,-20,"-2*x2*x2+4*x2",0.15965619683265686
4308,59,0.01,-1e+20,-0.5677987630773736,-2.0902040403685653,-0.010669605298082141,-10,"0*x2*x2+-2*x2",0.07083285599946976
4309,63,0.01,-1e+20,5.241907392809701,-0.7643944750250862,5.265110035720277,0,"0+4*x1*x1+0*x1+-3*x2*x2+4*x2",0.023397887125611305
4310,33,0.01,-1e+20,2.2911023259677625,-1.227416472249403,3.2735605080896453,-10,"3+-4*x2*x2+0*x2",0.12256601452827454
4311,28,0.01,-1e+20,-2.1431890368842392,-11.194601679646617,1.977419656877081,-10,"-1+-4*x2*x2+-4*x2",0.1874251365661621
4312,96,0.01,-1e+20,1.9975131515140196,-1.4921213494052554,2.6158389701479647,0,"-1*x2*x2+3*x2+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)",0.144737109541893
4313,67,0.01,-1e+20,1.3713214923546584,-1.3383080250168582,2.3829360936211046,-10,"-5*x2*x2+3*x2+sin(4*pi*x1+pi/3)*sin(4*pi*x1+pi/3)+sin(1*pi*x2+pi/2)*sin(1*pi*x2+pi/2)",0.14642184972763062
4314,45,0.01,-1e+20,1.6110465311692619,-0.9290938616514474,1.8999550512712484,0,"sin(4*pi*x1+pi/1)*sin(4*pi*x1+pi/1)+sin(5*pi*x2+pi/4)*sin(5*pi*x2+pi/4)",0.19938573241233826
4315,78,0.01,-1e+20,-3.633999834348703,-10.919836719777706,-1.487990088083854,0,"-3+-4*x1*x1+-1*x1+0*x2*x2+-1*x2",0.12674324214458466
4316,48,0.01,-1e+20,1.964243914316933,-0.7795716718807639,2.542394292125347,-20,"1+0*x1*x1+-2*x1+-3*x2*x2+3*x2+sin(4*pi*x2+pi/4)*sin(4*pi*x2+pi/4)",0.1638803482055664
4317,56,0.01,-1e+20,9.754459816130428,3.8771338463611333,9.209862259377818,-10,"5+1*x2*x2+4*x2",0.16302326321601868
4318,27,0.01,-1e+20,0.8504998229313445,0.07626348700693719,1.040874081124642,-40,"sin(1*pi*x2+pi/4)*sin(1*pi*x2+pi/4)",0.1476779580116272
4319,44,0.01,-1e+20,-2.274995104477056,-9.70246310253357,-0.36127207958972374,-20,"-2+-3*x1*x1+-3*x1+-4*x2*x2+2*x2",0.09640253335237503
4320,17,0.01,-1e+20,-0.02437824654151055,-4.696997329318729,1.5468867968741566,-10,"-1+-2*x1*x1+-2*x1+sin(4*pi*x1+pi/4)*sin(4*pi*x1+pi/4)+sin(3*pi*x2+pi/1)*sin(3*pi*x2+pi/1)",0.19722490012645721
4321,63,0.01,-1e+20,0.9502646551876417,-0.04672724771622144,0.7574711183374097,-40,"sin(3*pi*x1+pi/6)*sin(3*pi*x1+pi/6)",0.1912604570388794
4322,45,0.01,-1e+20,4.715772209138862,3.765418085547353,4.507501162608392,-50,"4+sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.15700457990169525
4323,88,0.01,-1e+20,1.258379056376662,-0.2652845851805824,1.3893581805328874,0,"0+-3*x2*x2+4*x2",0.021618720144033432
4324,90,0.01,-1e+20,2.2743802565062925,-0.7120048319471899,2.73133233206725,-20,"0+0*x2*x2+3*x2",0.19614943861961365
4325,17,0.01,-1e+20,-1.218945572344713,-1.6508377884969783,-0.8529372133718625,0,"-2+0*x2*x2+0*x2+sin(1*pi*x2+pi/5)*sin(1*pi*x2+pi/5)",0.05192225053906441
4326,71,0.01,-1e+20,-4.846966352163087,-5.504723170989244,-4.727722170481495,-20,"-5+-3*x1*x1+2*x1",0.11150553822517395
4327,88,0.01,-1e+20,0.5379283447239113,-0.0771839200726614,1.2195326911636053,0,"sin(2*pi*x1+pi/3)*sin(2*pi*x1+pi/3)",0.10071790218353271
4328,100,0.01,-1e+20,0.8268730498609267,0.3977475871970154,0.9609717089782167,-50,"sin(3*pi*x2+pi/6)*sin(3*pi*x2+pi/6)",0.14917205274105072
4329,80,0.01,-1e+20,-1.4637971620329941,-1.8442201240370717,-1.3834651518258214,0,"-2+sin(3*pi*x2+pi/4)*sin(3*pi*x2+pi/4)",0.1114337146282196
4330,11,0.01,-1e+20,-4.3195426395427345,-4.506099321027258,-4.0865518237465945,0,"-5+sin(2*pi*x2+pi/1)*sin(2*pi*x2+pi/1)",0.0863194465637207
4331,83,0.01,-1e+20,0.031555337389145066,-1.9926559096607792,1.301464812840401,-20,"-2+-2*x1*x1+2*x1+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(3*pi*x2+pi/3)*sin(3*pi*x2+pi/3)",0.15345466136932373
4332,20,0.01,-1e+20,0.8452548551126406,-0.09452216667843938,1.2833165244100164,-10,"sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.1025712639093399
4333,76,0.01,-1e+20,4.649064105079005,3.6800577276628026,4.9667376868556605,0,"3+-2*x2*x2+3*x2+sin(4*pi*x1+pi/3)*sin(4*pi*x1+pi/3)",0.1429629623889923
4334,34,0.01,-1e+20,1.9893180201397453,1.4569128039672317,2.4647462083930196,-40,"1+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.19925694167613983
4335,55,0.01,-1e+20,-2.256571734060297,-3.0009586600896485,-2.0075156974556045,-10,"-3+sin(2*pi*x1+pi/2)*sin(2*pi*x1+pi/2)",0.18190279603004456
4336,100,0.01,-1e+20,1.6901027331248633,-3.402357699539097,2.8584693329709503,-10,"2+-1*x2*x2+-3*x2",0.03152482956647873
4337,51,0.01,-1e+20,2.4625677517079105,-1.6137351812824838,3.220056207264391,-10,"-5*x1*x1+4*x1+sin(3*pi*x1+pi/5)*sin(3*pi*x1+pi/5)+sin(1*pi*x2+pi/5)*sin(1*pi*x2+pi/5)",0.11268049478530884
4338,63,0.01,-1e+20,0.558164510452705,0.19676945011180025,0.8708917413873043,-40,"sin(4*pi*x1+pi/1)*sin(4*pi*x1+pi/1)",0.13780927658081055
4339,55,0.01,-1e+20,-2.4156953166816795,-3.1812150270134105,-1.9275607029155009,0,"-3+sin(2*pi*x2+pi/6)*sin(2*pi*x2+pi/6)",0.10023947060108185
4340,79,0.01,-1e+20,1.5706432562209722,1.4916813206930497,2.183491051909671,-10,"1+sin(1*pi*x1+pi/5)*sin(1*pi*x1+pi/5)",0.12652969360351562
4341,21,0.01,-1e+20,0.4840844504734654,0.1278863234581844,0.5366628367289081,-50,"0+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.09712435305118561
4342,66,0.01,-1e+20,0.00039276084395689637,-0.2078913217455738,0.16248055310001558,0,"-1+-2*x2*x2+2*x2+sin(4*pi*x2+pi/4)*sin(4*pi*x2+pi/4)",0.12883491814136505
4343,11,0.01,-1e+20,1.1049848977026335,-0.21921646616281532,1.8670807506283615,-50,"-5*x2*x2+5*x2",0.050275903195142746
4344,58,0.01,-1e+20,3.7463884792518525,2.75982712942212,3.505830469046417,-10,"3+sin(3*pi*x1+pi/6)*sin(3*pi*x1+pi/6)",0.14417660236358643
4345,88,0.01,-1e+20,-0.22043349058067274,-0.3209498829247346,0.511836051283782,-30,"4*x1*x1+-3*x1",0.1600758135318756
4346,51,0.01,-1e+20,2.586122288386953,2.555687089308601,3.581746236925234,0,"4+0*x1*x1+-1*x1+3*x2*x2+-4*x2",0.1905718743801117
4347,26,0.01,-1e+20,0.8832842660759485,-0.22293455630894798,1.1142079309447626,0,"-3*x1*x1+2*x1+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.1003570556640625
4348,57,0.01,-1e+20,5.110142484353667,3.6192673850295147,4.68132654125108,-10,"3+-3*x2*x2+4*x2+sin(3*pi*x1+pi/3)*sin(3*pi*x1+pi/3)",0.14005520939826965
4349,72,0.01,-1e+20,1.3120764522870663,-0.17872353276341224,2.46918315556357,0,"-5*x2*x2+4*x2+sin(4*pi*x1+pi/2)*sin(4*pi*x1+pi/2)",0.15013384819030762
4350,76,0.01,-1e+20,-0.4605809858357103,-3.16549507313081,0.7707761661111436,0,"-2*x1*x1+0*x1+3*x2*x2+-4*x2+sin(3*pi*x2+pi/3)*sin(3*pi*x2+pi/3)",0.15236423909664154
4351,27,0.01,-1e+20,0.7136550549753697,-0.3184047744354579,1.4257335234683428,0,"-3*x2*x2+2*x2+sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)",0.0717482939362526
4352,70,0.01,-1e+20,0.8833435062363026,0.017685614356802937,1.1573389550191437,-10,"sin(1*pi*x2+pi/6)*sin(1*pi*x2+pi/6)",0.06899324804544449
4353,52,0.01,-1e+20,0.45440200798445807,-0.20185681959309287,0.5108163547337214,-30,"-2*x2*x2+2*x2",0.024493897333741188
4354,72,0.01,-1e+20,0.5281151310640942,0.4806883260098239,1.2534761034152728,-40,"0+sin(5*pi*x1+pi/2)*sin(5*pi*x1+pi/2)",0.16680124402046204
4355,96,0.01,-1e+20,2.7891421576223694,1.9996344955420748,2.580905696952886,-30,"2+sin(5*pi*x1+pi/6)*sin(5*pi*x1+pi/6)",0.16945123672485352
4356,10,0.01,-1e+20,2.956293251681264,-2.573327000599511,2.1769961291734345,-20,"3+-5*x1*x1+1*x1",0.050691157579422
4357,26,0.01,-1e+20,-4.430817743121933,-4.630778311536674,-4.14789851523387,-50,"-5+-3*x1*x1+3*x1",0.04431827366352081
4358,51,0.01,-1e+20,0.9020893698722532,-1.3970502395573785,0.8170361425585192,-10,"-3*x2*x2+2*x2+sin(2*pi*x1+pi/1)*sin(2*pi*x1+pi/1)",0.07724204659461975
4359,24,0.01,-1e+20,1.3435178978507256,-1.906226022635705,1.638748162685134,-10,"-2*x2*x2+1*x2+sin(5*pi*x1+pi/6)*sin(5*pi*x1+pi/6)+sin(4*pi*x2+pi/1)*sin(4*pi*x2+pi/1)",0.19959188997745514
4360,35,0.01,-1e+20,5.927199789045133,-0.7475634720748925,7.733761361482527,0,"3*x2*x2+1*x2+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(3*pi*x2+pi/2)*sin(3*pi*x2+pi/2)",0.11771617084741592
4361,30,0.01,-1e+20,3.244197421461529,0.26064738560711753,4.977871948856857,0,"1+1*x2*x2+1*x2+sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.08679281920194626
4362,94,0.01,-1e+20,-0.42274462794398443,-0.8333704071588204,0.3490098887551947,-30,"-1+sin(2*pi*x2+pi/5)*sin(2*pi*x2+pi/5)",0.1274701952934265
4363,46,0.01,-1e+20,2.39674246260687,-4.403519533047417,3.465792644170394,-20,"-3*x1*x1+5*x1+-4*x2*x2+2*x2+sin(3*pi*x2+pi/1)*sin(3*pi*x2+pi/1)",0.19513367116451263
4364,42,0.01,-1e+20,2.5058959561894825,-2.776096225362485,3.1475864696756704,0,"2*x1*x1+0*x1+0*x2*x2+-4*x2+sin(2*pi*x1+pi/2)*sin(2*pi*x1+pi/2)",0.13586479425430298
4365,37,0.01,-1e+20,0.9097250495403351,0.19628677751445267,0.6037372075052115,-20,"sin(5*pi*x2+pi/4)*sin(5*pi*x2+pi/4)",0.1814565509557724
4366,36,0.01,-1e+20,4.457632780470467,2.5051782603916797,4.740038666513132,-10,"3+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)+sin(5*pi*x2+pi/1)*sin(5*pi*x2+pi/1)",0.15093448758125305
4367,28,0.01,-1e+20,-0.32103174947342733,-0.973603766949659,-0.39421271750231324,-10,"-1+sin(2*pi*x1+pi/1)*sin(2*pi*x1+pi/1)",0.1342737376689911
4368,34,0.01,-1e+20,1.294310177380089,0.464596782395847,2.1996452132949185,-30,"-1*x2*x2+2*x2+sin(2*pi*x2+pi/3)*sin(2*pi*x2+pi/3)",0.18268983066082
4369,76,0.01,-1e+20,0.8363199269757973,0.4143354665924388,0.9316658095912747,-30,"sin(3*pi*x2+pi/5)*sin(3*pi*x2+pi/5)",0.1603459119796753
4370,48,0.01,-1e+20,0.996162646862352,-0.10496355322590167,0.838522298293067,-30,"sin(2*pi*x1+pi/1)*sin(2*pi*x1+pi/1)",0.14365504682064056
4371,42,0.01,-1e+20,0.598420599672185,0.3937169467685161,1.2817585790047503,-50,"sin(4*pi*x1+pi/4)*sin(4*pi*x1+pi/4)",0.16103924810886383
4372,72,0.01,-1e+20,-1.3189447429930343,-2.098774129206194,-0.784940456607132,-20,"-2+sin(3*pi*x2+pi/1)*sin(3*pi*x2+pi/1)",0.16759634017944336
4373,85,0.01,-1e+20,-2.9825808109075966,-5.652572141889328,-2.6097850727322127,-20,"-4+-3*x2*x2+2*x2+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)",0.12538139522075653
4374,26,0.01,-1e+20,-2.271741277539271,-6.35925996359433,-3.1774982299933976,-10,"-5+2*x1*x1+0*x1+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.0742754265666008
4375,26,0.01,-1e+20,-2.2779156726428553,-3.0927422387948997,-1.5347220362650948,0,"-3+sin(2*pi*x2+pi/5)*sin(2*pi*x2+pi/5)",0.07946961373090744
4376,15,0.01,-1e+20,0.7732953986777656,0.3344433516721267,0.9384851149101585,-40,"sin(3*pi*x1+pi/5)*sin(3*pi*x1+pi/5)",0.13378669321537018
4377,49,0.01,-1e+20,0.9382209530571877,0.20521322225536398,1.0502057373648,-50,"0+sin(2*pi*x1+pi/1)*sin(2*pi*x1+pi/1)",0.11126168072223663
4378,98,0.01,-1e+20,-4.388038383384653,-5.107948537821349,-3.969857147466098,-50,"-5+sin(5*pi*x1+pi/2)*sin(5*pi*x1+pi/2)",0.17895373702049255
4379,38,0.01,-1e+20,-0.05617171237581453,-4.720492279415355,0.7962997319196528,-10,"-2*x2*x2+-2*x2",0.02712351083755493
4380,57,0.01,-1e+20,-4.187290136347194,-4.879079460350076,-3.8560106747663347,-20,"-5+sin(2*pi*x2+pi/1)*sin(2*pi*x2+pi/1)",0.11117514222860336
4381,51,0.01,-1e+20,0.41210214961334046,-5.887902233866789,4.089477579020754,-10,"-5*x1*x1+-1*x1+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)+sin(4*pi*x2+pi/3)*sin(4*pi*x2+pi/3)",0.17602714896202087
4382,75,0.01,-1e+20,0.5916234615146969,-6.034918516555564,1.0331730410824047,-20,"1+-1*x1*x1+-5*x1",0.14247162640094757
4383,20,0.01,-1e+20,0.9399650252293466,0.1745471757515411,1.4504052519636113,0,"sin(2*pi*x2+pi/2)*sin(2*pi*x2+pi/2)",0.07784447818994522
4384,10,0.01,-1e+20,-1.086859649600501,-8.396367262074588,1.4773719599602995,-10,"-1*x1*x1+-4*x1+-3*x2*x2+-2*x2",0.06189515069127083
4385,70,0.01,-1e+20,0.8187445002180562,-0.11863618846504248,1.0740360514854586,-30,"sin(5*pi*x1+pi/4)*sin(5*pi*x1+pi/4)",0.19325138628482819
4386,70,0.01,-1e+20,-4.24291055183703,-4.534436502746654,-3.9882702217561996,-10,"-5+sin(2*pi*x1+pi/5)*sin(2*pi*x1+pi/5)",0.14316926896572113
4387,38,0.01,-1e+20,0.6265719299496981,0.40498078399515813,0.8949053667332869,-20,"sin(2*pi*x1+pi/4)*sin(2*pi*x1+pi/4)",0.12330559641122818
4388,85,0.01,-1e+20,0.8939381105927793,-2.0254027563531736,1.2795304166558858,0,"-3*x2*x2+1*x2+sin(2*pi*x1+pi/5)*sin(2*pi*x1+pi/5)+sin(1*pi*x2+pi/2)*sin(1*pi*x2+pi/2)",0.17816659808158875
4389,62,0.01,-1e+20,0.5683066421660653,-0.15107977405821482,0.7132021820338522,-20,"0+sin(5*pi*x2+pi/6)*sin(5*pi*x2+pi/6)",0.1951752007007599
4390,68,0.01,-1e+20,-1.0876511522138586,-3.3282570715974082,-1.242322136746473,0,"-3+sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)+sin(5*pi*x2+pi/6)*sin(5*pi*x2+pi/6)",0.14475220441818237
4391,44,0.01,-1e+20,0.7158451400538983,0.04531837171913611,0.6572856847594553,-30,"sin(3*pi*x1+pi/3)*sin(3*pi*x1+pi/3)",0.1557151824235916
4392,80,0.01,-1e+20,1.9148009225947469,0.17918554560818767,1.9146830273729463,-10,"sin(2*pi*x1+pi/1)*sin(2*pi*x1+pi/1)+sin(2*pi*x2+pi/6)*sin(2*pi*x2+pi/6)",0.16755877435207367
4393,82,0.01,-1e+20,-0.06266776729150225,-3.0615431567364646,0.48052990374449656,-10,"-2*x1*x1+-1*x1+sin(3*pi*x1+pi/2)*sin(3*pi*x1+pi/2)",0.1672174483537674
4394,63,0.01,-1e+20,0.4098291018459993,-0.6003810733506474,0.9509024557529229,-20,"-4*x1*x1+3*x1",0.16240240633487701
4395,58,0.01,-1e+20,-3.2920615590853743,-4.1478663630259085,-3.1710125046755637,-50,"-4+sin(4*pi*x2+pi/2)*sin(4*pi*x2+pi/2)",0.17433016002178192
4396,38,0.01,-1e+20,1.3621875767889629,-2.6862610344102187,1.7806684934648298,0,"-3+-2*x1*x1+4*x1+-4*x2*x2+5*x2+sin(4*pi*x1+pi/5)*sin(4*pi*x1+pi/5)",0.14212854206562042
4397,100,0.01,-1e+20,3.805753211173304,3.4752609889396067,3.9076502855857242,-40,"3+sin(4*pi*x2+pi/2)*sin(4*pi*x2+pi/2)",0.17399857938289642
4398,85,0.01,-1e+20,0.6847763942820226,0.4243554627655206,1.109923980304307,-40,"sin(3*pi*x1+pi/1)*sin(3*pi*x1+pi/1)",0.11952322721481323
4399,68,0.01,-1e+20,4.524629952799984,2.874897752657644,3.8130527949929762,0,"2+1*x2*x2+1*x2+sin(3*pi*x2+pi/1)*sin(3*pi*x2+pi/1)",0.19081835448741913
4400,45,0.01,-1e+20,4.949604313730695,3.618722287409726,5.106182825644278,0,"4+sin(2*pi*x1+pi/1)*sin(2*pi*x1+pi/1)",0.10589125007390976
4401,65,0.01,-1e+20,-1.3609472041650723,-8.24062886237535,-0.7289063586031039,0,"-2+-5*x1*x1+-1*x1+sin(2*pi*x2+pi/4)*sin(2*pi*x2+pi/4)",0.1710955798625946
4402,31,0.01,-1e+20,0.9080885275997773,0.4330619768167441,0.6790108390643841,-40,"sin(4*pi*x1+pi/1)*sin(4*pi*x1+pi/1)",0.16469734907150269
4403,12,0.01,-1e+20,-1.0177105453282072,-10.365620007349358,0.2195615888176059,-10,"-2+-1*x2*x2+-5*x2+sin(5*pi*x1+pi/1)*sin(5*pi*x1+pi/1)+sin(2*pi*x2+pi/1)*sin(2*pi*x2+pi/1)",0.1838858276605606
4404,18,0.01,-1e+20,3.926977787996832,-1.1861229831850473,3.2542088693484894,-30,"-2*x2*x2+5*x2+sin(2*pi*x1+pi/6)*sin(2*pi*x1+pi/6)+sin(1*pi*x2+pi/6)*sin(1*pi*x2+pi/6)",0.1805276721715927
4405,73,0.01,-1e+20,-0.6939011645158131,-4.416525624005466,0.9830206674703876,-20,"-4+-2*x2*x2+5*x2+sin(1*pi*x1+pi/1)*sin(1*pi*x1+pi/1)",0.07409721612930298
4406,70,0.01,-1e+20,2.834197150598564,0.41780982866773275,4.173277064020169,-10,"-2*x2*x2+5*x2",0.059634461998939514
4407,96,0.01,-1e+20,-1.057715862562038,-2.080980832681256,-0.5608483047794706,0,"-2+sin(2*pi*x2+pi/2)*sin(2*pi*x2+pi/2)",0.08580455929040909
4408,88,0.01,-1e+20,1.4510253986074817,-0.6197390282806814,2.0684048098503705,0,"sin(3*pi*x1+pi/4)*sin(3*pi*x1+pi/4)+sin(2*pi*x2+pi/4)*sin(2*pi*x2+pi/4)",0.1652153730392456
4409,55,0.01,-1e+20,-1.1198819068118058,-2.674638879623076,-1.3666760933079232,-10,"-3+-2*x1*x1+4*x1",0.05143856629729271
4410,36,0.01,-1e+20,0.6442869653755762,0.18047123562818657,1.3169441791416228,-30,"sin(2*pi*x1+pi/6)*sin(2*pi*x1+pi/6)",0.10661344230175018
4411,90,0.01,-1e+20,2.912885830664904,2.190852945603983,3.0241745918765064,-30,"2+sin(1*pi*x2+pi/1)*sin(1*pi*x2+pi/1)",0.12356427311897278
4412,87,0.01,-1e+20,0.21112922311866344,-0.7618468544153965,0.9571334023256397,-20,"-3*x2*x2+2*x2",0.16119302809238434
4413,10,0.01,-1e+20,0.29409768888075855,-0.5312487711152706,0.34738838714336284,-20,"3*x2*x2+-2*x2",0.14267931878566742
4414,59,0.01,-1e+20,3.684632179724859,2.929726791431066,4.231306604132656,-20,"3+sin(4*pi*x1+pi/5)*sin(4*pi*x1+pi/5)",0.1735096275806427
4415,80,0.01,-1e+20,3.898602374560393,-0.11522993410575699,5.985075207039661,-10,"4+1*x1*x1+-3*x1+0*x2*x2+-2*x2",0.061400849372148514
4416,55,0.01,-1e+20,1.4283862389079927,0.8209548015681181,1.648796272360035,0,"sin(4*pi*x1+pi/6)*sin(4*pi*x1+pi/6)+sin(1*pi*x2+pi/3)*sin(1*pi*x2+pi/3)",0.1655663251876831
4417,47,0.01,-1e+20,1.1746828790440347,0.6646311430105023,1.2925040595868036,0,"-1*x1*x1+1*x1+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)",0.1047072485089302
4418,33,0.01,-1e+20,7.144636482845871,5.746443310862045,6.896505572091073,-10,"5+-5*x1*x1+5*x1+sin(4*pi*x2+pi/6)*sin(4*pi*x2+pi/6)",0.14584524929523468
4419,11,0.01,-1e+20,2.8829885375136532,1.1162904895896575,3.7313926330937237,0,"1*x1*x1+1*x1+0*x2*x2+1*x2+sin(1*pi*x1+pi/5)*sin(1*pi*x1+pi/5)",0.02049633301794529
4420,18,0.01,-1e+20,0.7681350219289065,0.05149479733697071,1.071856800035758,-10,"0+sin(1*pi*x1+pi/3)*sin(1*pi*x1+pi/3)",0.17195814847946167
4421,53,0.01,-1e+20,6.229694559782726,5.441075088433999,6.65940998095675,-10,"5+-3*x2*x2+4*x2",0.10319608449935913
4422,22,0.01,-1e+20,6.260402510739999,5.143374751886112,6.599430103114383,0,"5+sin(2*pi*x1+pi/6)*sin(2*pi*x1+pi/6)+sin(2*pi*x2+pi/3)*sin(2*pi*x2+pi/3)",0.18918806314468384
4423,64,0.01,-1e+20,1.338503231667954,-0.7366740038959896,0.8850038769254253,0,"2*x1*x1+-2*x1+2*x2*x2+-2*x2+sin(1*pi*x1+pi/6)*sin(1*pi*x1+pi/6)+sin(1*pi*x2+pi/2)*sin(1*pi*x2+pi/2)",0.11274004727602005
4424,81,0.01,-1e+20,-3.984744859494844,-5.316642302903959,-3.6415466481408543,0,"-4+-2*x1*x1+1*x1",0.03645123541355133
4425,94,0.01,-1e+20,-0.01693763326245079,-2.324442031667858,0.736480307688028,-10,"-2+-5*x2*x2+5*x2+sin(5*pi*x2+pi/2)*sin(5*pi*x2+pi/2)",0.11005134880542755
4426,37,0.01,-1e+20,0.8839761439644754,0.30419024209478385,1.0731629262509963,-40,"-2*x1*x1+2*x1+sin(4*pi*x1+pi/5)*sin(4*pi*x1+pi/5)",0.17122018337249756
4427,62,0.01,-1e+20,0.7076102709899101,0.01643222684609713,0.6190982647247868,-30,"sin(1*pi*x1+pi/2)*sin(1*pi*x1+pi/2)",0.19851958751678467
